id,code_prefix_start,code_prefix_end,name,parent_id
3830,1,1,Activos,False
5008,100.01,100.01,Activo a corto plazo,False
3831,100.01,100.01,Activo a corto plazo,"[3830, '1 Activos']"
3832,100.02,100.02,Activo a largo plazo,"[3830, '1 Activos']"
5009,1001.01,1001.01,Caja Transformacion,False
5109,1001.02,1001.02,CAJA CHICA JAVIER,False
5010,1002.02,1002.02,Caja Extraccion,False
5011,1005.01,1005.01,Clientes Nacionales Transformacion,False
5012,1005.03,1005.03,Clientes Nacionales Extraccion,False
5013,1005.04,1005.04,Clientes Exportación Extraccion,False
5014,1006,1006,Estimación cuentas incobrables,False
5015,1007.01,1007.01,Deudores diversos Transformación,False
5016,1007.02,1007.02,Deudores diversos Extraccion,False
5017,1009.01,1009.01,Inventarios Transformación TMM,False
5018,1009.02,1009.02,Inventarios Transformación CMP,False
5019,1009.03,1009.03,Inventarios Extracción,False
5020,1009.04,1009.04,Inventarios Comercialización,False
5021,1009.05,1009.05,Inventarios Transformación Xalapa,False
3833,101,101,Caja,"[3830, '1 Activos']"
3834,101.01,101.01,Caja y efectivo,"[3833, '101 Caja']"
5022,1012.01,1012.01,Anticipo proveedores Transformación Nacional,False
5023,1012.02,1012.02,Anticipo proveedores Transformación Extranjeros,False
5024,1012.03,1012.03,Anticipo proveedores Extracción Nacional,False
5025,1012.04,1012.04,Anticipo proveedores Extracción Extranjeros,False
5026,1012.05,1012.05,Anticipo Activo fijo,False
5027,1013.01,1013.01,Almacen compras Transformación,False
3835,102,102,Banco,"[3830, '1 Activos']"
3836,102.01,102.01,Bancos nacionales,"[3835, '102 Banco']"
3837,102.02,102.02,Bancos extranjeros,"[3835, '102 Banco']"
3838,103,103,Inversiones,"[3830, '1 Activos']"
3839,103.01,103.01,Inversiones temporales,"[3838, '103 Inversiones']"
3840,103.02,103.02,Inversiones en fideicomisos,"[3838, '103 Inversiones']"
3841,103.03,103.03,Otras inversiones,"[3838, '103 Inversiones']"
3842,104,104,Otros instrumentos financieros,"[3830, '1 Activos']"
3843,104.01,104.01,Otros instrumentos financieros,"[3842, '104 Otros instrumentos financieros']"
3844,105,105,Clientes,"[3830, '1 Activos']"
3845,105.01,105.01,Clientes nacionales,"[3844, '105 Clientes']"
3846,105.02,105.02,Clientes extranjeros,"[3844, '105 Clientes']"
3847,105.03,105.03,Clientes nacionales parte relacionada,"[3844, '105 Clientes']"
3848,105.04,105.04,Clientes extranjeros parte relacionada,"[3844, '105 Clientes']"
3849,106,106,Cuentas y documentos por cobrar a corto plazo,"[3830, '1 Activos']"
3850,106.01,106.01,Cuentas y documentos por cobrar a corto plazo nacional,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3851,106.02,106.02,Cuentas y documentos por cobrar a corto plazo extranjero,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3852,106.03,106.03,Cuentas y documentos por cobrar a corto plazo nacional parte relacionada,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3853,106.04,106.04,Cuentas y documentos por cobrar a corto plazo extranjero parte relacionada,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3854,106.05,106.05,Intereses por cobrar a corto plazo nacional,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3855,106.06,106.06,Intereses por cobrar a corto plazo extranjero,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3856,106.07,106.07,Intereses por cobrar a corto plazo nacional parte relacionada,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3857,106.08,106.08,Intereses por cobrar a corto plazo extranjero parte relacionada,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3858,106.09,106.09,Otras cuentas y documentos por cobrar a corto plazo,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3859,106.10,106.10,Otras cuentas y documentos por cobrar a corto plazo parte relacionada,"[3849, '106 Cuentas y documentos por cobrar a corto plazo']"
3860,107,107,Deudores diversos,"[3830, '1 Activos']"
3861,107.01,107.01,Funcionarios y empleados,"[3860, '107 Deudores diversos']"
3862,107.02,107.02,Socios y accionistas,"[3860, '107 Deudores diversos']"
3863,107.03,107.03,Partes relacionadas nacionales,"[3860, '107 Deudores diversos']"
3864,107.04,107.04,Partes relacionadas extranjeros,"[3860, '107 Deudores diversos']"
3865,107.05,107.05,Otros deudores diversos,"[3860, '107 Deudores diversos']"
3866,108,108,Estimación de cuentas incobrables,"[3830, '1 Activos']"
3867,108.01,108.01,Estimación de cuentas incobrables nacional,"[3866, '108 Estimación de cuentas incobrables']"
3868,108.02,108.02,Estimación de cuentas incobrables extranjero,"[3866, '108 Estimación de cuentas incobrables']"
3869,108.03,108.03,Estimación de cuentas incobrables nacional parte relacionada,"[3866, '108 Estimación de cuentas incobrables']"
3870,108.04,108.04,Estimación de cuentas incobrables extranjero parte relacionada,"[3866, '108 Estimación de cuentas incobrables']"
3871,109,109,Pagos anticipados,"[3830, '1 Activos']"
3872,109.01,109.01,Seguros y fianzas pagados por anticipado nacional,"[3871, '109 Pagos anticipados']"
3873,109.02,109.02,Seguros y fianzas pagados por anticipado extranjero,"[3871, '109 Pagos anticipados']"
3874,109.03,109.03,Seguros y fianzas pagados por anticipado nacional parte relacionada,"[3871, '109 Pagos anticipados']"
3875,109.04,109.04,Seguros y fianzas pagados por anticipado extranjero parte relacionada,"[3871, '109 Pagos anticipados']"
3876,109.05,109.05,Rentas pagados por anticipado nacional,"[3871, '109 Pagos anticipados']"
3877,109.06,109.06,Rentas pagados por anticipado extranjero,"[3871, '109 Pagos anticipados']"
3878,109.07,109.07,Rentas pagados por anticipado nacional parte relacionada,"[3871, '109 Pagos anticipados']"
3879,109.08,109.08,Rentas pagados por anticipado extranjero parte relacionada,"[3871, '109 Pagos anticipados']"
3880,109.09,109.09,Intereses pagados por anticipado nacional,"[3871, '109 Pagos anticipados']"
3881,109.10,109.10,Intereses pagados por anticipado extranjero,"[3871, '109 Pagos anticipados']"
3882,109.11,109.11,Intereses pagados por anticipado nacional parte relacionada,"[3871, '109 Pagos anticipados']"
3883,109.12,109.12,Intereses pagados por anticipado extranjero parte relacionada,"[3871, '109 Pagos anticipados']"
3884,109.13,109.13,Factoraje financiero pagados por anticipado nacional,"[3871, '109 Pagos anticipados']"
3885,109.14,109.14,Factoraje financiero pagados por anticipado extranjero,"[3871, '109 Pagos anticipados']"
3886,109.15,109.15,Factoraje financiero pagados por anticipado nacional parte relacionada,"[3871, '109 Pagos anticipados']"
3887,109.16,109.16,Factoraje financiero pagados por anticipado extranjero parte relacionada,"[3871, '109 Pagos anticipados']"
3888,109.17,109.17,Arrendamiento financiero pagados por anticipado nacional,"[3871, '109 Pagos anticipados']"
3889,109.18,109.18,Arrendamiento financiero pagados por anticipado extranjero,"[3871, '109 Pagos anticipados']"
3890,109.19,109.19,Arrendamiento financiero pagados por anticipado nacional parte relacionada,"[3871, '109 Pagos anticipados']"
3891,109.20,109.20,Arrendamiento financiero pagados por anticipado extranjero parte relacionada,"[3871, '109 Pagos anticipados']"
3892,109.21,109.21,Pérdida por deterioro de pagos anticipados,"[3871, '109 Pagos anticipados']"
3893,109.22,109.22,Derechos fiduciarios,"[3871, '109 Pagos anticipados']"
3894,109.23,109.23,Otros pagos anticipados,"[3871, '109 Pagos anticipados']"
3895,110,110,Subsidio al empleo por aplicar,"[3830, '1 Activos']"
3896,110.01,110.01,Subsidio al empleo por aplicar,"[3895, '110 Subsidio al empleo por aplicar']"
3897,111,111,Crédito al diesel por acreditar,"[3830, '1 Activos']"
3898,111.01,111.01,Crédito al diesel por acreditar,"[3897, '111 Crédito al diesel por acreditar']"
3899,112,112,Otros estímulos,"[3830, '1 Activos']"
3900,112.01,112.01,Otros estímulos,"[3899, '112 Otros estímulos']"
3901,113,113,Impuestos a favor,"[3830, '1 Activos']"
3902,113.01,113.01,IVA a favor,"[3901, '113 Impuestos a favor']"
3903,113.02,113.02,ISR a favor,"[3901, '113 Impuestos a favor']"
3904,113.03,113.03,IETU a favor,"[3901, '113 Impuestos a favor']"
3905,113.04,113.04,IDE a favor,"[3901, '113 Impuestos a favor']"
3906,113.05,113.05,IA a favor,"[3901, '113 Impuestos a favor']"
3907,113.06,113.06,Subsidio al empleo,"[3901, '113 Impuestos a favor']"
3908,113.07,113.07,Pago de lo indebido,"[3901, '113 Impuestos a favor']"
3909,113.08,113.08,Otros impuestos a favor,"[3901, '113 Impuestos a favor']"
3910,114,114,Pagos provisionales,"[3830, '1 Activos']"
3911,114.01,114.01,Pagos provisionales de ISR,"[3910, '114 Pagos provisionales']"
3912,115,115,Inventario,"[3830, '1 Activos']"
3913,115.01,115.01,Inventario,"[3912, '115 Inventario']"
3914,115.02,115.02,Materia prima y materiales,"[3912, '115 Inventario']"
3915,115.03,115.03,Producción en proceso,"[3912, '115 Inventario']"
3916,115.04,115.04,Productos terminados,"[3912, '115 Inventario']"
3917,115.05,115.05,Mercancías en tránsito,"[3912, '115 Inventario']"
3918,115.06,115.06,Mercancías en poder de terceros,"[3912, '115 Inventario']"
3919,115.07,115.07,Otros,"[3912, '115 Inventario']"
3920,116,116,Estimación de inventarios obsoletos y de lento movimiento,"[3830, '1 Activos']"
3921,116.01,116.01,Estimación de inventarios obsoletos y de lento movimiento,"[3920, '116 Estimación de inventarios obsoletos y de lento movimiento']"
3922,117,117,Obras en proceso de inmuebles,"[3830, '1 Activos']"
3923,117.01,117.01,Obras en proceso de inmuebles,"[3922, '117 Obras en proceso de inmuebles']"
3924,118,118,Impuestos acreditables pagados,"[3830, '1 Activos']"
3925,118.01,118.01,IVA acreditable pagado,"[3924, '118 Impuestos acreditables pagados']"
3926,118.02,118.02,IVA acreditable de importación pagado,"[3924, '118 Impuestos acreditables pagados']"
3927,118.03,118.03,IEPS acreditable pagado,"[3924, '118 Impuestos acreditables pagados']"
3928,118.04,118.04,IEPS pagado en importación,"[3924, '118 Impuestos acreditables pagados']"
3929,119,119,Impuestos acreditables por pagar,"[3830, '1 Activos']"
3930,119.01,119.01,IVA pendiente de pago,"[3929, '119 Impuestos acreditables por pagar']"
3931,119.02,119.02,IVA de importación pendiente de pago,"[3929, '119 Impuestos acreditables por pagar']"
3932,119.03,119.03,IEPS pendiente de pago,"[3929, '119 Impuestos acreditables por pagar']"
3933,119.04,119.04,IEPS pendiente de pago en importación,"[3929, '119 Impuestos acreditables por pagar']"
3934,120,120,Anticipo a proveedores,"[3830, '1 Activos']"
3935,120.01,120.01,Anticipo a proveedores nacional,"[3934, '120 Anticipo a proveedores']"
3936,120.02,120.02,Anticipo a proveedores extranjero,"[3934, '120 Anticipo a proveedores']"
3937,120.03,120.03,Anticipo a proveedores nacional parte relacionada,"[3934, '120 Anticipo a proveedores']"
3938,120.04,120.04,Anticipo a proveedores extranjero parte relacionada,"[3934, '120 Anticipo a proveedores']"
5028,1200.01,1200.01,Activo Fijo Transformación,False
5029,1200.02,1200.02,Activo Fijo Transformación CMP,False
5030,1200.03,1200.03,Activo Fijo Extracción,False
5031,1200.04,1200.04,Activo Fijo Tepexi,False
5032,1200.05,1200.05,Activo Fijo Transformación Xalapa,False
5033,1200.06,1200.06,Activo Fijo Extraccion 2,False
5034,1200.07,1200.07,Activo Fijo Extraccion 3,False
3939,121,121,Otros activos a corto plazo,"[3830, '1 Activos']"
3940,121.01,121.01,Otros activos a corto plazo,"[3939, '121 Otros activos a corto plazo']"
5035,1210.01,1210.01,Depreciacion acumulada Transformación,False
5036,1210.02,1210.02,Depreciacion acumulada Transformación CMP,False
5037,1210.03,1210.03,Depreciacion acumulada Extraccion,False
5038,1210.05,1210.05,Depreciacion acumulada Xalapa,False
5039,1210.06,1210.06,Depreciacion acumulada Extraccion 2,False
5040,1210.07,1210.07,Depreciacion acumulada Extraccion 3,False
5041,1310.01,1310.01,Revaluacion de activos Transformacion,False
5042,1310.02,1310.02,Revaluacion de activos Extraccion,False
5043,1400.01,1400.01,Activos intangibles Transformacion,False
5044,1400.02,1400.02,Activos intangibles Extraccion,False
5045,1400.03,1400.03,Activos intangibles Transformacion Xalapa,False
5046,1400.04,1400.04,Pasivo laboral Transformacion,False
5047,1400.05,1400.05,Pasivo laboral Extraccion,False
5048,1400.06,1400.06,Activos intangibles Extraccion 3,False
5049,1410.01,1410.01,Amortizacion acumulada Transformacion,False
5050,1410.02,1410.02,Amortizacion acumulada Extraccion,False
5051,1410.03,1410.03,Amortizacion acumulada Transformacion Xalapa,False
5052,1410.04,1410.04,Amortizacion acumulada Extraccion 2,False
3941,151,151,Terrenos,"[3830, '1 Activos']"
3942,151.01,151.01,Terrenos,"[3941, '151 Terrenos']"
3943,152,152,Edificios,"[3830, '1 Activos']"
3944,152.01,152.01,Edificios,"[3943, '152 Edificios']"
3945,153,153,Maquinaria y equipo,"[3830, '1 Activos']"
3946,153.01,153.01,Maquinaria y equipo,"[3945, '153 Maquinaria y equipo']"
3947,154,154,"Automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[3830, '1 Activos']"
3948,154.01,154.01,"Automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[3947, '154 Automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques']"
3949,155,155,Mobiliario y equipo de oficina,"[3830, '1 Activos']"
3950,155.01,155.01,Mobiliario y equipo de oficina,"[3949, '155 Mobiliario y equipo de oficina']"
3951,156,156,Equipo de cómputo,"[3830, '1 Activos']"
3952,156.01,156.01,Equipo de cómputo,"[3951, '156 Equipo de cómputo']"
3953,157,157,Equipo de comunicación,"[3830, '1 Activos']"
3954,157.01,157.01,Equipo de comunicación,"[3953, '157 Equipo de comunicación']"
3955,158,158,"Activos biológicos, vegetales y semovientes","[3830, '1 Activos']"
3956,158.01,158.01,"Activos biológicos, vegetales y semovientes","[3955, '158 Activos biológicos, vegetales y semovientes']"
3957,159,159,Obras en proceso de activos fijos,"[3830, '1 Activos']"
3958,159.01,159.01,Obras en proceso de activos fijos,"[3957, '159 Obras en proceso de activos fijos']"
3959,160,160,Otros activos fijos,"[3830, '1 Activos']"
3960,160.01,160.01,Otros activos fijos,"[3959, '160 Otros activos fijos']"
3961,161,161,Ferrocarriles,"[3830, '1 Activos']"
3962,161.01,161.01,Ferrocarriles,"[3961, '161 Ferrocarriles']"
3963,162,162,Embarcaciones,"[3830, '1 Activos']"
3964,162.01,162.01,Embarcaciones,"[3963, '162 Embarcaciones']"
3965,163,163,Aviones,"[3830, '1 Activos']"
3966,163.01,163.01,Aviones,"[3965, '163 Aviones']"
3967,164,164,"Troqueles, moldes, matrices y herramental","[3830, '1 Activos']"
3968,164.01,164.01,"Troqueles, moldes, matrices y herramental","[3967, '164 Troqueles, moldes, matrices y herramental']"
3969,165,165,Equipo de comunicaciones telefónicas,"[3830, '1 Activos']"
3970,165.01,165.01,Equipo de comunicaciones telefónicas,"[3969, '165 Equipo de comunicaciones telefónicas']"
3971,166,166,Equipo de comunicación satelital,"[3830, '1 Activos']"
3972,166.01,166.01,Equipo de comunicación satelital,"[3971, '166 Equipo de comunicación satelital']"
3973,167,167,Equipo de adaptaciones para personas con capacidades diferentes,"[3830, '1 Activos']"
3974,167.01,167.01,Equipo de adaptaciones para personas con capacidades diferentes,"[3973, '167 Equipo de adaptaciones para personas con capacidades diferentes']"
3975,168,168,Maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[3830, '1 Activos']"
3976,168.01,168.01,Maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[3975, '168 Maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente']"
3977,169,169,Otra maquinaria y equipo,"[3830, '1 Activos']"
3978,169.01,169.01,Otra maquinaria y equipo,"[3977, '169 Otra maquinaria y equipo']"
3979,170,170,Adaptaciones y mejoras,"[3830, '1 Activos']"
3980,170.01,170.01,Adaptaciones y mejoras,"[3979, '170 Adaptaciones y mejoras']"
3981,171,171,Depreciación acumulada de activos fijos,"[3830, '1 Activos']"
3982,171.01,171.01,Depreciación acumulada de edificios,"[3981, '171 Depreciación acumulada de activos fijos']"
3983,171.02,171.02,Depreciación acumulada de maquinaria y equipo,"[3981, '171 Depreciación acumulada de activos fijos']"
3984,171.03,171.03,"Depreciación acumulada de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[3981, '171 Depreciación acumulada de activos fijos']"
3985,171.04,171.04,Depreciación acumulada de mobiliario y equipo de oficina,"[3981, '171 Depreciación acumulada de activos fijos']"
3986,171.05,171.05,Depreciación acumulada de equipo de cómputo,"[3981, '171 Depreciación acumulada de activos fijos']"
3987,171.06,171.06,Depreciación acumulada de equipo de comunicación,"[3981, '171 Depreciación acumulada de activos fijos']"
3988,171.07,171.07,"Depreciación acumulada de activos biológicos, vegetales y semovientes","[3981, '171 Depreciación acumulada de activos fijos']"
3989,171.08,171.08,Depreciación acumulada de otros activos fijos,"[3981, '171 Depreciación acumulada de activos fijos']"
3990,171.09,171.09,Depreciación acumulada de ferrocarriles,"[3981, '171 Depreciación acumulada de activos fijos']"
3991,171.10,171.10,Depreciación acumulada de embarcaciones,"[3981, '171 Depreciación acumulada de activos fijos']"
3992,171.11,171.11,Depreciación acumulada de aviones,"[3981, '171 Depreciación acumulada de activos fijos']"
3993,171.12,171.12,"Depreciación acumulada de troqueles, moldes, matrices y herramental","[3981, '171 Depreciación acumulada de activos fijos']"
3994,171.13,171.13,Depreciación acumulada de equipo de comunicaciones telefónicas,"[3981, '171 Depreciación acumulada de activos fijos']"
3995,171.14,171.14,Depreciación acumulada de equipo de comunicación satelital,"[3981, '171 Depreciación acumulada de activos fijos']"
3996,171.15,171.15,Depreciación acumulada de equipo de adaptaciones para personas con capacidades diferentes,"[3981, '171 Depreciación acumulada de activos fijos']"
3997,171.16,171.16,Depreciación acumulada de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[3981, '171 Depreciación acumulada de activos fijos']"
3998,171.17,171.17,Depreciación acumulada de adaptaciones y mejoras,"[3981, '171 Depreciación acumulada de activos fijos']"
3999,171.18,171.18,Depreciación acumulada de otra maquinaria y equipo,"[3981, '171 Depreciación acumulada de activos fijos']"
4000,172,172,Pérdida por deterioro acumulado de activos fijos,"[3830, '1 Activos']"
4001,172.01,172.01,Pérdida por deterioro acumulado de edificios,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4002,172.02,172.02,Pérdida por deterioro acumulado de maquinaria y equipo,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4003,172.03,172.03,"Pérdida por deterioro acumulado de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4004,172.04,172.04,Pérdida por deterioro acumulado de mobiliario y equipo de oficina,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4005,172.05,172.05,Pérdida por deterioro acumulado de equipo de cómputo,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4006,172.06,172.06,Pérdida por deterioro acumulado de equipo de comunicación,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4007,172.07,172.07,"Pérdida por deterioro acumulado de activos biológicos, vegetales y semovientes","[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4008,172.08,172.08,Pérdida por deterioro acumulado de otros activos fijos,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4009,172.09,172.09,Pérdida por deterioro acumulado de ferrocarriles,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4010,172.10,172.10,Pérdida por deterioro acumulado de embarcaciones,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4011,172.11,172.11,Pérdida por deterioro acumulado de aviones,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4012,172.12,172.12,"Pérdida por deterioro acumulado de troqueles, moldes, matrices y herramental","[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4013,172.13,172.13,Pérdida por deterioro acumulado de equipo de comunicaciones telefónicas,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4014,172.14,172.14,Pérdida por deterioro acumulado de equipo de comunicación satelital,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4015,172.15,172.15,Pérdida por deterioro acumulado de equipo de adaptaciones para personas con capacidades diferentes,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4016,172.16,172.16,Pérdida por deterioro acumulado de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4017,172.17,172.17,Pérdida por deterioro acumulado de adaptaciones y mejoras,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4018,172.18,172.18,Pérdida por deterioro acumulado de otra maquinaria y equipo,"[4000, '172 Pérdida por deterioro acumulado de activos fijos']"
4019,173,173,Gastos diferidos,"[3830, '1 Activos']"
4020,173.01,173.01,Gastos diferidos,"[4019, '173 Gastos diferidos']"
4021,174,174,Gastos pre operativos,"[3830, '1 Activos']"
4022,174.01,174.01,Gastos pre operativos,"[4021, '174 Gastos pre operativos']"
4023,175,175,"Regalías, asistencia técnica y otros gastos diferidos","[3830, '1 Activos']"
4024,175.01,175.01,"Regalías, asistencia técnica y otros gastos diferidos","[4023, '175 Regalías, asistencia técnica y otros gastos diferidos']"
4025,176,176,Activos intangibles,"[3830, '1 Activos']"
4026,176.01,176.01,Activos intangibles,"[4025, '176 Activos intangibles']"
4027,177,177,Gastos de organización,"[3830, '1 Activos']"
4028,177.01,177.01,Gastos de organización,"[4027, '177 Gastos de organización']"
